# Метеостанция Москва (ВДНХ), Россия, WMO_ID=27612, выборка с 01.03.2023 по 31.05.2023, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=27612&lang=ru
#
"Местное время в Москве (ВДНХ)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"11.03.2023 15:00";"-3.4";"741.2";"755.3";"-2.0";"78";"Ветер, дующий с юго-востока";"3";"";"";"100%.";"Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ";"Снег и/или другие виды твердых осадков";"Метель";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"20.0";"-6.7";"";"";"";"";"";"";
"11.03.2023 12:00";"-4.9";"743.2";"757.6";"-1.2";"87";"Ветер, дующий с юго-востока";"3";"";"";"100%.";"Снег непрерывный сильный в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Метель";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"1.8";"-6.7";"";"";"";"";"";"";
"11.03.2023 09:00";"-5.9";"744.4";"758.8";"-0.6";"85";"Ветер, дующий с востоко-юго-востока";"2";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-7.3";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"40%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.1";"-8.1";"0.2";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"42.0";
"11.03.2023 06:00";"-5.6";"745.0";"759.3";"-0.2";"71";"Ветер, дующий с востоко-юго-востока";"2";"";"";"100%.";" ";"";"";"-7.3";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"";"20.0";"-10.1";"Осадков нет";"12";"";"";"";"";
"11.03.2023 03:00";"-5.8";"745.2";"759.6";"0.3";"74";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"20.0";"-9.7";"";"";"";"";"";"";
"11.03.2023 00:00";"-6.2";"744.9";"759.3";"0.8";"71";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся; сплошная пелена, поднимающаяся над горизонтом выше 45°, не покрывает всего неба.";"20.0";"-10.7";"";"";"";"";"";"";
"10.03.2023 21:00";"-6.6";"744.1";"758.5";"1.2";"67";"Штиль, безветрие";"0";"";"";"60%.";" ";"";"";"";"-3.7";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"-11.7";"Следы осадков";"12";"";"";"";"";
"10.03.2023 18:00";"-4.3";"742.9";"757.2";"1.3";"55";"Ветер, дующий с северо-северо-запада";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-12.1";"Следы осадков";"12";"";"";"";"";
"10.03.2023 15:00";"-4.0";"741.6";"755.8";"1.2";"62";"Ветер, дующий с северо-запада";"2";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-10.3";"";"";"";"";"";"";
"10.03.2023 12:00";"-5.0";"740.4";"754.6";"1.6";"67";"Ветер, дующий с северо-запада";"2";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"17.0";"-10.3";"";"";"";"";"";"";
"10.03.2023 09:00";"-6.4";"738.8";"753.1";"1.3";"73";"Ветер, дующий с северо-запада";"2";"";"";"100%.";" ";"";"";"-7.5";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"20.0";"-10.5";"Осадков нет";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"42.0";
"10.03.2023 06:00";"-5.1";"737.5";"751.6";"1.0";"69";"Ветер, дующий с севера";"2";"";"";"70 – 80%.";" ";"";"";"-7.5";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"-9.9";"Осадков нет";"12";"";"";"";"";
"10.03.2023 03:00";"-5.5";"736.5";"750.7";"-0.1";"92";"Штиль, безветрие";"0";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"-6.6";"";"";"";"";"";"";
"10.03.2023 00:00";"-6.3";"736.6";"750.7";"0.9";"92";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"-7.4";"";"";"";"";"";"";
"09.03.2023 21:00";"-5.0";"735.7";"749.8";"1.0";"87";"Штиль, безветрие";"0";"";"";"Облаков нет.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"0.6";"";"";"";"";"";"20.0";"-6.8";"0.4";"12";"";"";"";"";
"09.03.2023 18:00";"-1.2";"734.7";"748.6";"-0.4";"71";"Ветер, дующий с запада";"1";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2000-2500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-5.9";"0.4";"12";"";"";"";"";
"09.03.2023 15:00";"-1.7";"735.1";"749.0";"-0.3";"83";"Ветер, дующий с юга";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"4.3";"-4.2";"";"";"";"";"";"";
"09.03.2023 12:00";"-0.1";"735.4";"749.3";"0.8";"52";"Ветер, дующий с юго-юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2000-2500";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"20.0";"-8.9";"";"";"";"";"";"";
"09.03.2023 09:00";"-2.3";"734.6";"748.6";"0.8";"66";"Ветер, дующий с юго-юго-запада";"1";"";"";"70 – 80%.";" ";"";"";"-3.5";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.";"20.0";"-7.9";"0.4";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"42.0";
"09.03.2023 06:00";"-2.9";"733.8";"747.7";"0.7";"80";"Ветер, дующий с юга";"1";"";"";"20–30%.";" ";"";"";"-2.9";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-5.9";"2.0";"12";"";"";"";"";
"09.03.2023 03:00";"-1.6";"733.1";"747.0";"0.8";"78";"Ветер, дующий с западо-юго-запада";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-4.9";"";"";"";"";"";"";
"09.03.2023 00:00";"-0.3";"732.3";"746.1";"0.3";"74";"Ветер, дующий с западо-юго-запада";"1";"";"";"40%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-4.5";"";"";"";"";"";"";
"08.03.2023 21:00";"-0.5";"732.0";"745.9";"-2.2";"96";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";"Снег непрерывный умеренный в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"-0.5";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"2.6";"-1.0";"1.0";"12";"";"";"";"";
"08.03.2023 18:00";"-1.8";"734.2";"748.1";"-2.9";"89";"Ветер, дующий с юго-востока";"3";"";"";"100%.";"Снег непрерывный умеренный в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"1.5";"-3.4";"0.2";"12";"";"";"";"";
"08.03.2023 15:00";"-1.7";"737.1";"751.1";"-2.5";"73";"Ветер, дующий с юго-юго-востока";"3";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые просвечивающие.";"";"17.0";"-6.0";"";"";"";"";"";"";
"08.03.2023 12:00";"-3.5";"739.6";"753.7";"-1.2";"79";"Ветер, дующий с юго-юго-востока";"3";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"17.0";"-6.6";"";"";"";"";"";"";
"08.03.2023 09:00";"-5.9";"740.8";"755.0";"0.5";"94";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"-10.5";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"";"";"4.0";"-6.7";"Следы осадков";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"41.0";
"08.03.2023 06:00";"-10.2";"740.3";"754.8";"0.0";"90";"Штиль, безветрие";"0";"";"";"Облаков нет.";"Дымка. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"-10.3";"";"";"";"";"";"";"9.0";"-11.5";"0.7";"12";"";"";"";"";
"08.03.2023 03:00";"-7.7";"740.3";"754.7";"0.8";"93";"Штиль, безветрие";"0";"";"";"Облаков нет.";"Дымка. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"";"";"";"";"";"9.0";"-8.7";"";"";"";"";"";"";
"08.03.2023 00:00";"-7.0";"739.5";"753.8";"0.6";"93";"Штиль, безветрие";"0";"";"";"Облаков нет.";"Дымка. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"";"";"";"";"";"6.0";"-7.9";"";"";"";"";"";"";
"07.03.2023 21:00";"-2.9";"738.9";"753.0";"0.2";"91";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"1.3";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"300-600";"";"";"5.0";"-4.2";"0.7";"12";"";"";"";"";
"07.03.2023 18:00";"-1.2";"738.7";"752.6";"0.0";"66";"Штиль, безветрие";"0";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"1000-1500";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"20.0";"-6.9";"Следы осадков";"12";"";"";"";"";
"07.03.2023 15:00";"0.6";"738.7";"752.6";"-0.6";"53";"Ветер, дующий с юго-юго-запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.";"20.0";"-7.9";"";"";"";"";"";"";
"07.03.2023 12:00";"-0.7";"739.3";"753.2";"0.3";"65";"Ветер, дующий с юго-юго-запада";"1";"";"";"20–30%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"10%  или менее, но не 0";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-6.6";"";"";"";"";"";"";
"07.03.2023 09:00";"-3.8";"739.0";"753.1";"0.7";"77";"Ветер, дующий с юго-юго-запада";"1";"";"";"100%.";" ";"";"";"-4.4";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"20.0";"-7.3";"Осадков нет";"12";"";"";"Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.";"41.0";
"07.03.2023 06:00";"-3.9";"738.3";"752.5";"-0.1";"79";"Ветер, дующий с юго-юго-запада";"1";"";"";"100%.";" ";"";"";"-4.4";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"20.0";"-7.0";"Следы осадков";"12";"";"";"";"";
"07.03.2023 03:00";"-3.3";"738.4";"752.5";"0.0";"74";"Ветер, дующий с юго-юго-запада";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-7.4";"";"";"";"";"";"";
"07.03.2023 00:00";"-3.7";"738.4";"752.6";"0.4";"81";"Ветер, дующий с западо-юго-запада";"1";"";"";"50%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"50%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-6.6";"";"";"";"";"";"";
"06.03.2023 21:00";"-3.5";"738.0";"752.1";"1.5";"83";"Ветер, дующий с западо-юго-запада";"1";"";"";"70 – 80%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"0.0";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"1000-1500";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-6.0";"Следы осадков";"12";"";"";"";"";
"06.03.2023 18:00";"-1.5";"736.5";"750.4";"0.8";"63";"Ветер, дующий с юго-запада";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-7.7";"0.2";"12";"";"";"";"";
"06.03.2023 15:00";"-0.5";"735.7";"749.5";"0.4";"71";"Ветер, дующий с юго-запада";"1";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-5.2";"";"";"";"";"";"";
"06.03.2023 12:00";"-1.2";"735.3";"749.2";"0.5";"72";"Ветер, дующий с западо-юго-запада";"1";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"19.0";"-5.7";"";"";"";"";"";"";
"06.03.2023 09:00";"-2.6";"734.8";"748.9";"0.3";"86";"Ветер, дующий с западо-юго-запада";"1";"";"";"90  или более, но не 100%";"Ливневый снег слабый в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-3.5";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"90  или более, но не 100%";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"5.0";"-4.7";"0.2";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"41.0";
"06.03.2023 06:00";"-2.8";"734.5";"748.6";"0.1";"84";"Ветер, дующий с западо-юго-запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"-3.5";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-5.1";"Следы осадков";"12";"";"";"";"";
"06.03.2023 03:00";"-2.7";"734.4";"748.4";"0.2";"88";"Ветер, дующий с западо-юго-запада";"1";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"19.0";"-4.5";"";"";"";"";"";"";
"06.03.2023 00:00";"-2.2";"734.2";"748.2";"0.2";"87";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";"Снег неливневый. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-4.1";"";"";"";"";"";"";
"05.03.2023 21:00";"-2.8";"734.0";"748.0";"1.3";"81";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"-0.4";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"-5.6";"0.2";"12";"";"";"";"";
"05.03.2023 18:00";"-1.6";"732.7";"746.5";"2.1";"77";"Ветер, дующий с западо-северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"20.0";"-5.1";"0.5";"12";"";"";"";"";
"05.03.2023 15:00";"-1.2";"730.6";"744.5";"2.4";"80";"Ветер, дующий с западо-северо-запада";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Ливень (ливни).";"Снег и/или другие виды твердых осадков";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"20.0";"-4.3";"";"";"";"";"";"";
"05.03.2023 12:00";"-0.4";"728.2";"742.0";"1.5";"81";"Ветер, дующий с западо-северо-запада";"2";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"Ливень (ливни).";"Снег и/или другие виды твердых осадков";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"11.0";"-3.3";"";"";"";"";"";"";
"05.03.2023 09:00";"-2.6";"726.7";"740.5";"0.3";"88";"Ветер, дующий с юго-запада";"2";"";"";"100%.";"Снег непрерывный умеренный в срок наблюдения. ";"Ливень (ливни).";"Снег и/или другие виды твердых осадков";"-2.9";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"2.6";"-4.3";"0.4";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"41.0";
"05.03.2023 06:00";"-2.6";"726.4";"740.2";"-0.2";"84";"Ветер, дующий с юго-запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"-2.6";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"19.0";"-5.0";"2.0";"12";"";"";"";"";
"05.03.2023 03:00";"-1.4";"726.6";"740.4";"-0.2";"84";"Ветер, дующий с западо-юго-запада";"2";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"20.0";"-3.8";"";"";"";"";"";"";
"05.03.2023 00:00";"-1.0";"726.8";"740.5";"-0.2";"85";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"19.0";"-3.2";"";"";"";"";"";"";
"04.03.2023 21:00";"-0.3";"727.0";"740.6";"-1.1";"95";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"1.2";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"19.0";"-1.0";"4.0";"12";"";"";"";"";
"04.03.2023 18:00";"-0.4";"728.1";"741.8";"-1.9";"96";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Снег непрерывный умеренный в срок наблюдения. ";"Ливень (ливни).";"Снег и/или другие виды твердых осадков";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"1.8";"-1.0";"2.0";"12";"";"";"";"";
"04.03.2023 15:00";"0.5";"730.0";"743.7";"-2.2";"81";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"300-600";"";"";"9.0";"-2.4";"";"";"";"";"";"";
